"Age","Sex","Education","Veg","Fruit","Year","BMI"
55,"Male","Other school level","No","Yes","2008",30.4679993885929
48,"Female","Higher grade or equiv","Yes","Yes","2008",23.9000338740638
25,"Male","Higher grade or equiv","Yes","Yes","2008",33.9427978388938
53,"Male","Other school level","Yes","Yes","2008",29.1080782035015
37,"Male","Standard grade or equiv","Yes","No","2008",27.4506048708864
31,"Female","Standard grade or equiv","Yes","Yes","2008",23.8754325259516
37,"Male","Higher grade or equiv","Yes","Yes","2008",21.7263540674839
73,"Male","No qualifications","No","No","2008",23.046875
26,"Female","HNC/D or equiv","Yes","Yes","2008",25.3034635163017
27,"Male","Standard grade or equiv","No","No","2008",25.7038572921843
76,"Male","No qualifications","Yes","Yes","2008",24.2032283166514
58,"Male","Standard grade or equiv","Yes","Yes","2008",26.3036189154816
49,"Female","Standard grade or equiv","Yes","Yes","2008",23.1615440492287
21,"Female","No qualifications","Yes","Yes","2008",23.4401303555371
18,"Female","Higher grade or equiv","Yes","Yes","2008",18.202408178602
29,"Female","Degree or higher","Yes","Yes","2008",23.8336649321498
62,"Male","Other school level","No","No","2008",30.748880943937
37,"Female","Degree or higher","Yes","Yes","2008",22.9912943393459
33,"Male","Degree or higher","Yes","No","2008",31.7793151061954
41,"Male","Degree or higher","Yes","Yes","2008",26.1037815323026
56,"Male","No qualifications","Yes","No","2008",32.6221587653152
51,"Female","HNC/D or equiv","Yes","No","2008",25.997235485232
25,"Male","HNC/D or equiv","Yes","Yes","2008",23.9172920859337
18,"Female","Higher grade or equiv","Yes","Yes","2008",21.828446023756
70,"Female","No qualifications","Yes","Yes","2008",21.3566497697879
76,"Male","No qualifications","Yes","Yes","2008",31.3260371211969
62,"Male","HNC/D or equiv","Yes","Yes","2008",31.4122448979592
54,"Female","Standard grade or equiv","Yes","Yes","2008",26.7845700371652
33,"Female","Degree or higher","Yes","Yes","2008",27.9656659151141
37,"Female","HNC/D or equiv","Yes","Yes","2008",28.6501377410468
27,"Male","Higher grade or equiv","No","No","2008",27.4684144167107
31,"Female","Degree or higher","Yes","No","2008",32.9240374609781
28,"Male","Standard grade or equiv","No","No","2008",25.2163331530557
61,"Female","No qualifications","Yes","Yes","2008",27.3756946298139
35,"Female","Degree or higher","Yes","Yes","2008",31.5022532474502
61,"Female","Degree or higher","Yes","Yes","2008",22.2679204452389
54,"Male","Standard grade or equiv","Yes","Yes","2008",32.6007804992748
55,"Female","Other school level","Yes","Yes","2008",29.8132253864858
22,"Male","Standard grade or equiv","Yes","Yes","2008",26.4789164571681
47,"Female","HNC/D or equiv","Yes","Yes","2008",28.6287923854848
47,"Female","Standard grade or equiv","Yes","Yes","2008",29.5083264111388
48,"Male","Standard grade or equiv","Yes","Yes","2008",36.3960840838313
48,"Male","No qualifications","Yes","No","2008",26.2409054808571
59,"Male","Degree or higher","Yes","Yes","2008",30.7750510672589
59,"Female","Degree or higher","Yes","Yes","2008",28.4615751692356
76,"Male","No qualifications","Yes","Yes","2008",27.6341028608322
53,"Male","Other school level","Yes","No","2008",17.3745011552195
82,"Female","No qualifications","Yes","Yes","2008",32.6356668122897
63,"Male","No qualifications","Yes","No","2008",28.2590073066263
61,"Female","No qualifications","Yes","Yes","2008",25.2736616584344
79,"Male","No qualifications","No","Yes","2008",26.6450031206512
43,"Female","Degree or higher","Yes","Yes","2008",24.9291775805428
46,"Male","Degree or higher","Yes","Yes","2008",27.6882847283298
44,"Female","Standard grade or equiv","No","No","2008",20.8284023668639
29,"Female","Degree or higher","Yes","Yes","2008",19.1230154041331
58,"Female","No qualifications","Yes","Yes","2008",27.2552958363769
53,"Male","Standard grade or equiv","Yes","Yes","2008",26.0020608785735
32,"Female","No qualifications","Yes","Yes","2008",32.9674731613523
35,"Male","Degree or higher","Yes","Yes","2008",30.5588428665352
78,"Male","Other school level","Yes","Yes","2008",25.5205516495403
46,"Female","Standard grade or equiv","No","Yes","2008",40.496390633084
35,"Male","Degree or higher","Yes","No","2008",23.0043113698163
48,"Female","Degree or higher","Yes","Yes","2008",22.3154898623917
47,"Female","Degree or higher","Yes","Yes","2008",32.0497106814676
56,"Male","Standard grade or equiv","Yes","Yes","2008",23.4798509247449
19,"Male","HNC/D or equiv","Yes","No","2008",20.7665836003323
50,"Male","Standard grade or equiv","Yes","No","2008",30.0337522167769
43,"Female","Higher grade or equiv","Yes","Yes","2008",25.015169548881
79,"Female","Degree or higher","Yes","Yes","2008",28.0335916264351
63,"Female","Degree or higher","Yes","Yes","2008",28.3201962300617
51,"Female","Degree or higher","Yes","Yes","2008",36.0324445330348
65,"Female","No qualifications","Yes","Yes","2008",27.6680588593675
71,"Male","Other school level","Yes","Yes","2008",27.6524714734784
42,"Female","Degree or higher","Yes","No","2008",22.1761490237214
70,"Male","Other school level","Yes","Yes","2008",32.9667426850637
64,"Female","Other school level","Yes","Yes","2008",37.2366864202407
34,"Male","Standard grade or equiv","Yes","Yes","2008",27.7992152889056
70,"Male","No qualifications","Yes","No","2008",25.5857646707011
73,"Female","No qualifications","Yes","Yes","2008",31.9283634763895
64,"Female","No qualifications","Yes","No","2008",23.9132745243915
46,"Male","Standard grade or equiv","Yes","Yes","2008",23.1257639761313
45,"Female","Degree or higher","Yes","Yes","2008",21.3090587007692
51,"Female","Degree or higher","Yes","Yes","2008",20.7384545899356
25,"Male","Higher grade or equiv","Yes","No","2008",26.1036842233423
58,"Female","Standard grade or equiv","Yes","Yes","2008",27.3902334651503
61,"Male","Degree or higher","Yes","Yes","2008",24.3556467025383
61,"Female","Degree or higher","Yes","Yes","2008",20.0510319796433
68,"Male","Other school level","Yes","No","2008",31.3494910932613
34,"Female","HNC/D or equiv","No","Yes","2008",30.4505686385011
60,"Male","Standard grade or equiv","No","Yes","2008",35.0571601189495
48,"Male","Degree or higher","Yes","Yes","2008",26.3059901490061
48,"Female","No qualifications","Yes","Yes","2008",27.0070330441368
47,"Male","No qualifications","Yes","Yes","2008",23.3625088759138
64,"Male","Degree or higher","Yes","Yes","2008",27.0468708651367
43,"Female","Standard grade or equiv","Yes","Yes","2008",36.3269054178145
39,"Male","Standard grade or equiv","Yes","Yes","2008",21.2890800614633
37,"Male","Degree or higher","Yes","Yes","2008",31.4011375023004
35,"Female","HNC/D or equiv","Yes","Yes","2008",28.1082688875669
69,"Female","Degree or higher","Yes","No","2008",23.5802469135803
54,"Male","Degree or higher","No","No","2008",35.9192809445038
40,"Female","Higher grade or equiv","Yes","Yes","2008",27.7625189887153
17,"Male","Standard grade or equiv","Yes","Yes","2008",20.897323612595
50,"Male","Standard grade or equiv","Yes","Yes","2008",24.8949620601991
48,"Female","HNC/D or equiv","Yes","Yes","2008",22.8633451209692
63,"Male","Other school level","Yes","Yes","2008",30.5601469237833
61,"Female","Other school level","Yes","Yes","2008",27.6497236688277
68,"Female","Degree or higher","Yes","Yes","2008",24.7368244621764
66,"Female","Degree or higher","Yes","Yes","2008",30.9648756785623
67,"Male","Degree or higher","Yes","Yes","2008",29.3480302061377
66,"Male","Degree or higher","Yes","No","2008",32.4640559896338
61,"Female","Higher grade or equiv","Yes","Yes","2008",30.6576977872356
63,"Male","No qualifications","Yes","Yes","2008",31.6735132644834
59,"Female","HNC/D or equiv","Yes","Yes","2008",24.8485065796551
80,"Female","Degree or higher","Yes","Yes","2008",22.1116404418084
34,"Male","Standard grade or equiv","Yes","No","2008",31.8343534885439
27,"Female","Higher grade or equiv","Yes","No","2008",19.8028940465957
42,"Male","Degree or higher","No","No","2008",33.1868880233205
42,"Female","Degree or higher","No","No","2008",29.6875
74,"Male","No qualifications","No","Yes","2008",27.767279067309
47,"Male","No qualifications","No","Yes","2008",30.7434146058869
38,"Female","Degree or higher","Yes","Yes","2008",28.934392027509
37,"Male","Degree or higher","Yes","No","2008",35.5690529211131
70,"Male","No qualifications","Yes","No","2008",22.9694434171598
59,"Female","Degree or higher","Yes","Yes","2008",31.2331814163316
62,"Female","No qualifications","No","No","2008",32.189349112426
30,"Female","Higher grade or equiv","Yes","Yes","2008",36.2966867020589
33,"Female","Standard grade or equiv","Yes","Yes","2008",29.7490631387557
34,"Male","Standard grade or equiv","Yes","Yes","2008",21.9171573031205
31,"Male","Standard grade or equiv","Yes","No","2008",23.1649240519393
54,"Male","Degree or higher","Yes","No","2008",24.1788824899659
66,"Female","Standard grade or equiv","Yes","Yes","2008",26.8392854995714
73,"Male","HNC/D or equiv","Yes","Yes","2008",33.3700424285033
72,"Female","HNC/D or equiv","Yes","Yes","2008",27.0980429004805
49,"Female","No qualifications","No","No","2008",24.1313779626376
58,"Female","Standard grade or equiv","No","No","2008",28.7213080346478
65,"Male","HNC/D or equiv","Yes","Yes","2008",36.7762881257406
63,"Female","No qualifications","Yes","Yes","2008",28.5074216438209
41,"Female","Standard grade or equiv","Yes","Yes","2008",36.0994804829846
69,"Female","No qualifications","Yes","Yes","2008",32.4143310606946
34,"Female","Standard grade or equiv","Yes","Yes","2008",42.1069154105138
66,"Male","No qualifications","No","No","2008",29.6655565613866
67,"Male","No qualifications","Yes","Yes","2008",34.8734693877551
64,"Male","Standard grade or equiv","No","Yes","2008",26.1707424081981
62,"Female","Other school level","No","Yes","2008",36.8960429484055
67,"Male","Higher grade or equiv","Yes","Yes","2008",29.4673117951605
36,"Female","Higher grade or equiv","Yes","Yes","2008",27.5981859786946
38,"Male","Degree or higher","Yes","Yes","2008",34.0352364465503
22,"Female","Degree or higher","No","Yes","2008",32.1649861919348
23,"Female","Degree or higher","Yes","Yes","2008",19.7484481654721
49,"Female","Degree or higher","Yes","Yes","2008",21.566834324036
46,"Female","Degree or higher","Yes","Yes","2008",22.3350867179827
49,"Male","Degree or higher","Yes","Yes","2008",31.0729564111458
61,"Male","Other school level","No","Yes","2008",39.4919327359353
61,"Female","Other school level","Yes","Yes","2008",23.7140980512193
42,"Female","Standard grade or equiv","No","Yes","2008",23.1982310654848
49,"Female","Higher grade or equiv","Yes","Yes","2008",25.5049989798
53,"Male","Degree or higher","Yes","No","2008",35.3632653061225
21,"Female","Degree or higher","Yes","Yes","2008",22.5260503497935
43,"Female","Degree or higher","Yes","Yes","2008",21.3733406706947
28,"Female","HNC/D or equiv","No","Yes","2008",19.7205238391736
74,"Female","No qualifications","Yes","Yes","2008",32.378392905133
54,"Female","HNC/D or equiv","Yes","Yes","2008",27.3197159644046
60,"Male","Higher grade or equiv","Yes","Yes","2008",31.7385809302558
37,"Female","Higher grade or equiv","Yes","Yes","2008",22.5900641733279
82,"Female","No qualifications","No","Yes","2008",28.466574092442
53,"Male","Other school level","Yes","No","2008",28.8309348138408
52,"Female","Standard grade or equiv","Yes","Yes","2008",30.326342151773
30,"Male","Degree or higher","Yes","Yes","2008",25.8154770753254
25,"Female","Degree or higher","Yes","Yes","2008",21.0039154167942
58,"Female","HNC/D or equiv","Yes","Yes","2008",25.0057298309949
34,"Female","HNC/D or equiv","Yes","No","2008",29.750193682611
36,"Male","Higher grade or equiv","No","No","2008",31.9209369491813
52,"Male","Degree or higher","Yes","Yes","2008",21.2865570843603
19,"Female","No qualifications","No","No","2008",26.8667204001075
42,"Female","Standard grade or equiv","Yes","Yes","2008",35.9724122296756
79,"Female","No qualifications","Yes","No","2008",24.3699516420449
41,"Male","Standard grade or equiv","Yes","Yes","2008",24.2802636142907
30,"Female","Standard grade or equiv","Yes","Yes","2008",26.0080964334984
29,"Male","HNC/D or equiv","Yes","Yes","2008",24.7622587885432
42,"Male","Degree or higher","Yes","Yes","2008",31.8285323614752
42,"Female","Degree or higher","Yes","Yes","2008",26.5464974502935
61,"Male","Standard grade or equiv","No","Yes","2008",24.0736819212014
41,"Female","Standard grade or equiv","No","No","2008",37.100746647856
78,"Female","No qualifications","Yes","Yes","2008",39.1544324836275
55,"Female","No qualifications","Yes","Yes","2008",32.8954796943807
59,"Male","Other school level","Yes","No","2008",29.307963577605
47,"Female","Standard grade or equiv","Yes","No","2008",22.444351890416
22,"Female","Standard grade or equiv","Yes","No","2008",23.7460335329173
35,"Female","Standard grade or equiv","Yes","No","2008",27.4218609344765
42,"Male","Standard grade or equiv","Yes","No","2008",25.6973699652377
47,"Female","Higher grade or equiv","Yes","Yes","2008",33.920183584926
17,"Female","Higher grade or equiv","Yes","No","2008",18.8100096890744
52,"Female","No qualifications","Yes","No","2008",38.9369156388687
81,"Male","No qualifications","Yes","No","2008",32.2286826048157
76,"Female","No qualifications","Yes","Yes","2008",23.6197076831654
61,"Male","Standard grade or equiv","Yes","Yes","2008",30.6332441391011
55,"Female","Other school level","Yes","Yes","2008",28.5816244936261
88,"Female","Degree or higher","Yes","Yes","2008",23.4875994746195
54,"Female","No qualifications","Yes","No","2008",26.8697110373003
49,"Male","Standard grade or equiv","Yes","No","2008",26.40712237815
34,"Male","HNC/D or equiv","No","Yes","2008",26.6012396694215
66,"Male","No qualifications","Yes","Yes","2008",30.9209120600714
63,"Female","Standard grade or equiv","Yes","Yes","2008",30.2495666020217
50,"Female","Standard grade or equiv","Yes","Yes","2008",25.129457111367
50,"Male","Standard grade or equiv","No","No","2008",26.6097815667588
75,"Female","Higher grade or equiv","Yes","Yes","2008",30.1088446051591
78,"Male","No qualifications","Yes","Yes","2008",30.8667020380138
35,"Female","Degree or higher","Yes","Yes","2008",27.6970522956005
44,"Male","Standard grade or equiv","Yes","Yes","2008",22.5617283950617
50,"Female","Degree or higher","Yes","Yes","2008",21.1168117664032
42,"Female","No qualifications","Yes","No","2008",23.5197922000554
54,"Male","Standard grade or equiv","Yes","No","2008",26.9593044318319
48,"Female","Higher grade or equiv","No","No","2008",30.3331960454736
82,"Female","Degree or higher","Yes","Yes","2008",27.125105996568
27,"Male","Degree or higher","No","Yes","2008",27.4095576575682
26,"Female","Degree or higher","Yes","Yes","2008",28.993830544461
30,"Male","HNC/D or equiv","No","Yes","2008",21.8920512586269
30,"Male","Standard grade or equiv","Yes","Yes","2008",25.3704866349662
32,"Female","HNC/D or equiv","Yes","Yes","2008",20.7894403226099
32,"Female","Standard grade or equiv","No","No","2008",23.0133039433361
70,"Female","Other school level","Yes","Yes","2008",29.4535275264717
59,"Male","No qualifications","No","Yes","2008",20.125503838996
58,"Female","Other school level","Yes","Yes","2008",30.5793394862671
59,"Male","Degree or higher","No","Yes","2008",29.7125410172959
66,"Female","Standard grade or equiv","No","Yes","2008",50.6971904266389
55,"Female","HNC/D or equiv","Yes","Yes","2008",22.4952360771379
46,"Female","Standard grade or equiv","Yes","Yes","2008",22.389947714623
43,"Male","Standard grade or equiv","No","No","2008",22.5459707950243
